iter	RMSE
272	0.03665329244
273	0.03649588224
274	0.03632574472
275	0.03617270483
276	0.03601895018
277	0.03583344507
278	0.03566695717
279	0.03550517878
280	0.03535491566
281	0.03517934894
282	0.03501781882
283	0.03485984083
284	0.03469189442
285	0.03452054246
286	0.03436318553
287	0.0342230005
288	0.03405587732
289	0.03390322487
290	0.03375001721
291	0.03360061036
292	0.03344862675
293	0.03330127518
294	0.03314024217
295	0.03299366608
296	0.03284661011
297	0.03266155149
298	0.03253214776
299	0.03239061944
300	0.03224874034
301	0.03212191165
302	0.03198043139
303	0.03184247881
304	0.03171405133
305	0.03157513798
306	0.03143879216
307	0.03130450934
308	0.0311711635
309	0.03103874843
310	0.03090725798
311	0.03077409455
312	0.03064445236
313	0.03051571665
314	0.03038788156
315	0.03026094124
316	0.03013240753
317	0.030006047
318	0.02988176382
319	0.02975835293
320	0.02962179904
321	0.02949889824
322	0.02937778499
323	0.02925781514
324	0.0291380785
325	0.02901751346
326	0.02887995251
327	0.02876209536
328	0.02864506535
329	0.0285165364
330	0.02840234375
331	0.0282889583
332	0.02817622498
333	0.02806321834
334	0.02795101014
335	0.02783959586
336	0.02773004737
337	0.02760809385
338	0.02749901443
339	0.02739071036
340	0.02728428372
341	0.02717750798
342	0.02707149448
343	0.02696735207
344	0.0268628403
345	0.0267590779
346	0.02664485301
347	0.02653154359
348	0.02642994886
349	0.02632908584
350	0.02623010403
351	0.02613068018
352	0.0260319758
353	0.02592307575
354	0.02581505042
355	0.02571962383
356	0.02561316218
357	0.02551913657
358	0.02541421467
359	0.02531013255
360	0.02520458609
361	0.02511326288
362	0.02500921097
363	0.02491920468
364	0.02481944425
365	0.02471981716
366	0.02462098557
367	0.02452352787
368	0.02442393479
369	0.02432797948
370	0.02424243247
371	0.02414722579
372	0.02405277784
373	0.02395908182
374	0.02386613106
375	0.02377391899
376	0.02368290858
377	0.02359261654
378	0.02350252585
379	0.02341315011
380	0.02328580174
381	0.02319773201
382	0.02311035805
383	0.02302367406
384	0.02289953133
385	0.02281410608
386	0.02272935286
387	0.02264526623
388	0.02256184084
389	0.02244135704
390	0.02235913553
391	0.02227755867
392	0.02215953141
393	0.02207912745
394	0.0219993523
395	0.02192020115
396	0.02180509426
397	0.02172707695
398	0.02164966873
399	0.02157286506
400	0.0214605939
401	0.02138488725
402	0.02130977104
403	0.02123524099
404	0.02112572539
405	0.02105225755
406	0.02097936252
407	0.02090703619
408	0.02083527454
409	0.02076407354
410	0.02069342924
411	0.02058426002
412	0.02051464153
413	0.02040731531
414	0.02030133709
415	0.02019668524
416	0.02013642754
417	0.02003344915
418	0.01993175402
419	0.01983132174
420	0.01973213229
421	0.01966668044
422	0.01960173517
423	0.01950463896
424	0.01944062615
425	0.01934515538
426	0.01925086226
427	0.01918818756
428	0.0191259983
429	0.01903369514
430	0.01897239826
431	0.01891157714
432	0.01885122878
433	0.018761276
434	0.01870179537
435	0.0186133508
436	0.0185259994
437	0.0184677639
438	0.0184099824
439	0.01832447917
440	0.01826753007
441	0.01818346181
442	0.01810043121
443	0.01804467679
444	0.01798935885
445	0.01793447473
446	0.01788002173
447	0.01779948318
448	0.01771994378
449	0.01766663818
450	0.01761375277
451	0.01756201087
452	0.0174845303
453	0.01743282358
454	0.01735665284
455	0.01730569944
456	0.0172224084
457	0.01717292937
458	0.01709055815
459	0.01704179417
460	0.01696033236
461	0.01687947005
462	0.01679920323
463	0.01671952794
464	0.01664044025
465	0.01656193624
466	0.01648401205
467	0.01640666383
468	0.01632988777
469	0.01625368006
470	0.01617803695
471	0.0161029547
472	0.01602842962
473	0.01595445802
474	0.01588103625
475	0.01580816069
476	0.01573582774
477	0.01566403382
478	0.01559338835
479	0.01552207629
480	0.01545130084
481	0.01538219038
482	0.01531359153
483	0.01524434699
484	0.015175624
485	0.01510741868
486	0.01503972715
487	0.01497254561
488	0.01490587027
489	0.0148396974
490	0.01477402332
491	0.01470884435
492	0.0146441569
493	0.01457995737
494	0.01451624224
495	0.014453008
496	0.01439025117
497	0.01432796834
498	0.0142661561
499	0.01420481109
500	0.01414392998
501	0.01408470661
502	0.01402589871
503	0.01396750365
504	0.01390951882
505	0.01383773485
506	0.01376640798
507	0.01369553548
508	0.01363893718
509	0.01356883849
510	0.01349918676
511	0.01344362501
512	0.01337473349
513	0.01331987739
514	0.01325173728
515	0.01318403232
516	0.01311675991
517	0.01306321425
518	0.01299667565
519	0.01294381058
520	0.01287799736
521	0.01281260535
522	0.01276070843
523	0.01269602916
524	0.01263176434
525	0.01257940458
526	0.01251585762
527	0.0124641838
528	0.0124013459
529	0.01233891117
530	0.0122882116
531	0.01223788315
532	0.01217643737
533	0.01211538618
534	0.01206600613
535	0.01200563405
536	0.01194565008
537	0.01189719981
538	0.01183788253
539	0.01179006695
540	0.01173140827
541	0.01168421921
542	0.01162621116
543	0.01157964054
544	0.01152227527
545	0.01147631513
546	0.01141958488
547	0.01136322057
548	0.01131812451
549	0.01126238372
550	0.01121787889
551	0.01116275414
552	0.01111883296
553	0.01106431687
554	0.01102097186
555	0.01096705715
556	0.0109134914
557	0.01087096044
558	0.01081798526
559	0.01077601237
560	0.01072362075
561	0.01068219881
562	0.01063038381
563	0.01058950577
564	0.01053826056
565	0.01049791949
566	0.01044723732
567	0.01039688474
568	0.0103573006
569	0.01030750104
570	0.0102684371
571	0.01021918404
572	0.01018063367
573	0.01013192069
574	0.01009387735
575	0.01004569811
576	0.009997833581
577	0.009960503615
578	0.009913163391
579	0.009876324671
580	0.009829502627
581	0.009793148916
582	0.009746839007
583	0.00971096415
584	0.009665160415
585	0.009629758335
586	0.009584454891
587	0.009539449138
588	0.009504710638
589	0.009460196403
590	0.009425916013
591	0.009381887607
592	0.009348279645
593	0.009304724495
594	0.009261456863
595	0.009228240673
596	0.00918544499
597	0.009152667262
598	0.009110338094
599	0.009078161708
600	0.009036287433
601	0.008994690922
602	0.00896292998
603	0.008921786704
604	0.008890593143
605	0.00884989216
606	0.008809462188
607	0.008778685559
608	0.008738695952
609	0.008708326214
610	0.00866877194
611	0.008638905833
612	0.008599776792
613	0.008560909669
614	0.008531480365
615	0.008493036252
616	0.008464081853
617	0.008426051256
618	0.008397374402
619	0.008359757333
620	0.008322393445
621	0.008294322659
622	0.008257360914
623	0.008229570798
624	0.008191753268
625	0.008164311436
626	0.008126898153
627	0.008090941119
628	0.008054022831
629	0.008027200929
630	0.007990676992
631	0.007964191307
632	0.007928057031
633	0.007892184716
634	0.007866154192
635	0.007830663981
636	0.007813623304
637	0.007778476684
638	0.007761671749
639	0.007726864443
640	0.007710292014
641	0.007675819821
642	0.007659476708
643	0.007625335503
644	0.007609218557
645	0.007575404286
646	0.007559510402
647	0.007543757952
648	0.007510345131
649	0.007494810912
650	0.007461715744
651	0.007446396753
652	0.007413615419
653	0.007396937238
654	0.007364464997
655	0.00734800563
656	0.007331690486
657	0.007315518481
658	0.007283493094
659	0.007267532999
660	0.00725171322
661	0.007220054334
662	0.007204441542
663	0.007188966304
664	0.007157666595
665	0.00714239354
666	0.007127255336
667	0.007096307687
668	0.007081366976
669	0.007066558472
670	0.007035955962
671	0.007021340373
672	0.007006854403
673	0.006976590303
674	0.006962292778
675	0.006948122335
676	0.006918190103
677	0.006904203741
678	0.006882555041
679	0.006852992898
680	0.006831632154
681	0.00681045661
682	0.006781301953
683	0.006760408373
684	0.006739696326
685	0.006710941863
686	0.006689312652
687	0.006660817751
688	0.006639553268
689	0.006611314464
690	0.00659040787
691	0.00656242179
692	0.006541866405
693	0.006514129765
694	0.006486588121
695	0.006474118891
696	0.006446819243
697	0.006434509626
698	0.006422310531
699	0.006395296913
700	0.006383253798
701	0.006356475778
702	0.006344586421
703	0.006318041393
704	0.006306303608
705	0.006279989011
706	0.006268400642
707	0.006228095682
708	0.006216669863
709	0.006205347336
710	0.006165575727
711	0.006154411905
712	0.006143349247
713	0.00610410168
714	0.006093193972
715	0.006067832045
716	0.006057062629
717	0.006018499729
718	0.006007880861
719	0.005997358651
720	0.005959299872
721	0.005948924651
722	0.00591131134
723	0.005901080814
724	0.005890943723
725	0.005853818998
726	0.005843823185
727	0.005833918877
728	0.005797274457
729	0.00578750809
730	0.005763477638
731	0.005753834405
732	0.005717823069
733	0.005708313892
734	0.005672720579
735	0.005663343382
736	0.005639895942
737	0.005630636576
738	0.005595656637
739	0.005586525554
740	0.00555195053
741	0.005542945751
742	0.0055340241
743	0.00549989001
744	0.005483437345
745	0.005467221166
746	0.005451237477
747	0.005435482358
748	0.005419951967
749	0.005404642533
750	0.005389550356
751	0.00537467181
752	0.005360003335
753	0.00534554144
754	0.0053312827
755	0.005317223756
756	0.005303361312
757	0.005289692134
758	0.005276213052
759	0.005262920953
760	0.005249812785
761	0.005236885552
762	0.005224136315
763	0.005214845697
764	0.005202341776
765	0.005193214612
766	0.005184179728
767	0.005175236148
768	0.005163108551
769	0.005154322095
770	0.005145624351
771	0.005133795966
772	0.005125250896
773	0.005116792038
774	0.005105255432
775	0.005096944951
776	0.005088718268
777	0.005077466225
778	0.005069383766
779	0.00505745606
780	0.005045720183
781	0.00503417263
782	0.005022809965
783	0.005011628821
784	0.005000625891
785	0.004989797937
786	0.004979141781
787	0.004968654308
788	0.004962327438
789	0.004956061579
790	0.004945838529
791	0.004939681739
792	0.004929669069
793	0.00492361947
794	0.004917628575
795	0.004907868913
796	0.004901982406
797	0.004896153223
798	0.004886640494
799	0.004866057297
800	0.004845613952
801	0.004825309677
802	0.004805143693
803	0.004799462435
804	0.004779445226
805	0.004756116581
806	0.004750508023
807	0.004730768104
808	0.004707796766
809	0.004702259445
810	0.004682793111
811	0.004660173948
812	0.004651256524
813	0.004632075435
814	0.004613026088
815	0.004590912233
816	0.004572117306
817	0.004550338484
818	0.004534541738
819	0.004525905723
820	0.004520588906
821	0.004502149781
822	0.004486613267
823	0.004478166765
824	0.004459947853
825	0.00445468613
826	0.004439408536
827	0.004431142602
828	0.004426005784
829	0.004408021477
830	0.00439299583
831	0.004387956808
832	0.004379898794
833	0.004362135742
834	0.004347355477
835	0.004342443004
836	0.004337585401
837	0.004329728194
838	0.00431219013
839	0.004294773188
840	0.004280324679
841	0.004275595483
842	0.004261329944
843	0.004256682181
844	0.004249026257
845	0.004234925881
846	0.004230385782
847	0.004225896721
848	0.004218406617
849	0.004201364801
850	0.004184440798
851	0.004170647305
852	0.004156999762
853	0.004152652176
854	0.004148353674
855	0.00414410371
856	0.00413067563
857	0.004123381211
858	0.004119228335
859	0.004105948858
860	0.004101866888
861	0.004094726207
862	0.004078217784
863	0.00406182372
864	0.004048799246
865	0.004035911197
866	0.004031953986
867	0.004028041831
868	0.004015332815
869	0.004008347925
870	0.003995753275
871	0.003991950351
872	0.003979507815
873	0.003975769184
874	0.003968909238
875	0.003952951123
876	0.003940689832
877	0.003928555694
878	0.003924923687
879	0.003921333412
880	0.003909363801
881	0.003902626355
882	0.003886955445
883	0.003875137824
884	0.003859959728
885	0.003848300263
886	0.003844833086
887	0.003833311805
888	0.003829902631
889	0.00382330382
890	0.003811898843
891	0.003797056591
892	0.003785802213
893	0.00378248722
894	0.003763137308
895	0.003759862559
896	0.003756626042
897	0.003737461582
898	0.00373109706
899	0.00371621039
900	0.003701428229
901	0.003686749981
902	0.003672175053
903	0.003654170386
904	0.003639791705
905	0.003622060543
906	0.003604507674
907	0.00359041355
908	0.0035731274
909	0.003559222636
910	0.003542199213
911	0.003525347353
912	0.003511716543
913	0.003495120935
914	0.003481672937
915	0.003465329776
916	0.003449151735
917	0.00343596761
918	0.003420035832
919	0.003407028284
920	0.003391339134
921	0.003375808934
922	0.00336305566
923	0.003347762177
924	0.003335179533
925	0.003320119294
926	0.003305212088
927	0.003292874567
928	0.003278194948
929	0.003263664758
930	0.003251566984
931	0.003237258876
932	0.003225322728
933	0.003211233469
934	0.003202995262
935	0.003191231224
936	0.003177356243
937	0.003165749329
938	0.003152086527
939	0.003140634698
940	0.003127181005
941	0.003113865069
942	0.003102634619
943	0.003089522773
944	0.003076545462
945	0.00306553166
946	0.003052753547
947	0.003042516267
948	0.003029875911
949	0.003019736177
950	0.003009686768
951	0.002999726896
952	0.002989855779
953	0.002977368972
954	0.002967591609
955	0.002957901356
956	0.002948297459
957	0.002935954369
958	0.002926441428
959	0.002917013258
960	0.002907669131
961	0.002898408328
962	0.002886210549
963	0.002877037248
964	0.00286794576
965	0.002858935389
966	0.002846874327
967	0.002837948902
968	0.002829103136
969	0.002820336355
970	0.002811647892
971	0.002799724626
972	0.002791117949
973	0.002782588196
974	0.002774134722
975	0.002762341735
976	0.002753967698
977	0.002745668594
978	0.002737443793
979	0.00272577823
980	0.002717630604
981	0.002709555978
982	0.002701553745
983	0.002693623303
984	0.002682085605
985	0.002674229529
986	0.002666443994
987	0.002658728414
988	0.002647312403
989	0.002639669099
990	0.002632094537
991	0.00262458815
992	0.002613291263
993	0.002605855129
994	0.002598485992
995	0.002590251185
996	0.002579071449
997	0.002571818719
998	0.002564631517
999	0.002553564131
